,game_id,outcomes
1202,8684,LOSS
1203,8685,WIN
1204,8686,LOSS
1205,8687,WIN
1206,8688,WIN
1207,8689,WIN
1208,8690,LOSS
1209,8691,WIN
1210,8692,WIN
1211,8693,WIN
1212,8694,LOSS
1213,8695,LOSS
1214,8696,WIN
1215,8697,WIN
1216,8698,WIN
1217,8699,WIN
1218,8700,WIN
1219,8701,LOSS
1220,8702,LOSS
1221,8703,LOSS
1222,8704,WIN
1223,8705,WIN
1224,8706,WIN
1225,8707,WIN
1226,8708,LOSS
1227,8709,LOSS
1228,8710,LOSS
1229,8711,LOSS
1230,8712,WIN
1231,8713,LOSS
1232,8714,LOSS
1233,8715,WIN
1234,8716,WIN
1235,8717,WIN
1236,8718,LOSS
1237,8719,WIN
1238,8720,WIN
1239,8721,WIN
1240,8722,WIN
1241,8723,WIN
1242,8724,LOSS
1243,8725,WIN
1244,8726,WIN
1245,8727,WIN
1246,8728,WIN
1247,8729,WIN
1248,8730,LOSS
1249,8731,LOSS
1250,8732,LOSS
1251,8733,WIN
1252,8734,LOSS
1253,8735,LOSS
1254,8736,WIN
1255,8737,LOSS
1256,8738,WIN
1257,8739,WIN
1258,8740,WIN
1259,8741,LOSS
1260,8742,WIN
1261,8743,WIN
1262,8744,WIN
1263,8745,WIN
1264,8746,LOSS
1265,8747,WIN
1266,8748,WIN
1267,8749,WIN
1268,8750,LOSS
1269,8751,WIN
1270,8752,WIN
1271,8753,WIN
1272,8754,WIN
1273,8755,WIN
1274,8756,LOSS
1275,8757,WIN
1276,8758,LOSS
1277,8759,LOSS
1278,8760,LOSS
1279,8761,LOSS
1280,8762,WIN
1281,8763,LOSS
1282,8764,WIN
1283,8765,LOSS
1284,8766,WIN
1285,8767,WIN
1286,8768,LOSS
1287,8769,LOSS
1288,8770,WIN
1289,8771,LOSS
1290,8772,LOSS
1291,8773,WIN
1292,8774,WIN
1293,8775,LOSS
1294,8776,WIN
1295,8777,WIN
1296,8778,LOSS
1297,8779,LOSS
1298,8780,WIN
1299,8781,WIN
1300,8782,LOSS
1301,8783,LOSS
1302,8784,WIN
1303,8785,WIN
1304,8786,WIN
1305,8787,LOSS
1306,8788,WIN
1307,8789,WIN
1308,8790,WIN
1309,8791,WIN
1310,8792,LOSS
1311,8793,WIN
1312,8794,LOSS
1313,8795,WIN
1314,8796,LOSS
1315,8797,LOSS
1316,8798,WIN
1317,8799,WIN
1318,8800,WIN
1319,8801,LOSS
1320,8802,WIN
1321,8803,WIN
1322,8804,WIN
1323,8805,LOSS
1324,8806,WIN
1325,8807,LOSS
1326,8808,LOSS
1327,8809,LOSS
1328,8810,LOSS
1329,8811,WIN
1330,8812,WIN
1331,8813,LOSS
1332,8814,LOSS
1333,8815,LOSS
1334,8816,LOSS
1335,8817,LOSS
1336,8818,WIN
1337,8819,LOSS
1338,8820,LOSS
1339,8821,WIN
1340,8822,LOSS
1341,8823,WIN
1342,8824,WIN
1343,8825,LOSS
1344,8826,LOSS
1345,8827,LOSS
1346,8828,WIN
1347,8829,WIN
1348,8830,WIN
1349,8831,WIN
1350,8832,WIN
1351,8833,WIN
1352,8834,WIN
1353,8835,WIN
1354,8836,WIN
1355,8837,LOSS
1356,8838,WIN
1357,8839,LOSS
1358,8840,WIN
1359,8841,WIN
1360,8842,WIN
1361,8843,WIN
1362,8844,LOSS
1363,8845,LOSS
1364,8846,LOSS
1365,8847,WIN
1366,8848,WIN
1367,8849,LOSS
1368,8850,WIN
1369,8851,WIN
1370,8852,LOSS
1371,8853,WIN
1372,8854,LOSS
1373,8855,LOSS
1374,8856,WIN
1375,8857,LOSS
1376,8858,WIN
1377,8859,WIN
1378,8860,LOSS
1379,8861,WIN
1380,8862,WIN
1381,8863,WIN
1382,8864,LOSS
1383,8865,WIN
1384,8866,WIN
1385,8867,LOSS
1386,8868,LOSS
1387,8869,WIN
1388,8870,LOSS
1389,8871,WIN
1390,8872,WIN
1391,8873,WIN
1392,8874,LOSS
1393,8875,WIN
1394,8876,WIN
1395,8877,WIN
1396,8878,LOSS
1397,8879,WIN
1398,8880,WIN
1399,8881,LOSS
1400,8882,WIN
1401,8883,WIN
1402,8884,WIN
1403,8885,WIN
1404,8886,LOSS
1405,8887,WIN
1406,8888,WIN
1407,8889,WIN
1408,8890,LOSS
1409,8891,LOSS
1410,8892,LOSS
1411,8893,WIN
1412,8894,LOSS
1413,8895,WIN
1414,8896,WIN
1415,8897,WIN
1416,8898,WIN
1417,8899,LOSS
1418,8900,LOSS
1419,8901,WIN
1420,8902,WIN
1421,8903,WIN
1422,8904,WIN
1423,8905,WIN
1424,8906,WIN
1425,8907,WIN
1426,8908,WIN
1427,8909,LOSS
1428,8910,WIN
1429,8911,LOSS
1430,8912,LOSS
1431,8913,WIN
1432,8914,WIN
1433,8915,WIN
1434,8916,LOSS
1435,8917,WIN
1436,8918,WIN
1437,8919,LOSS
1438,8920,WIN
1439,8921,WIN
1440,8922,WIN
1441,8923,WIN
1442,8924,WIN
1443,8925,LOSS
1444,8926,WIN
1445,8927,WIN
1446,8928,WIN
1447,8929,WIN
1448,8930,WIN
1449,8931,WIN
1450,8932,LOSS
1451,8933,LOSS
1452,8934,WIN
1453,8935,LOSS
1454,8936,WIN
1455,8937,LOSS
1456,8938,LOSS
1457,8939,WIN
1458,8940,LOSS
1459,8941,LOSS
1460,8942,WIN
1461,8943,LOSS
1462,8944,LOSS
1463,8945,WIN
1464,8946,WIN
1465,8947,WIN
1466,8948,WIN
1467,8949,LOSS
1468,8950,WIN
1469,8951,WIN
1470,8952,LOSS
1471,8953,LOSS
1472,8954,WIN
1473,8955,WIN
1474,8956,LOSS
1475,8957,WIN
1476,8958,LOSS
1477,8959,WIN
1478,8960,WIN
1479,8961,WIN
1480,8962,LOSS
1481,8963,LOSS
1482,8964,LOSS
1483,8965,WIN
1484,8966,WIN
1485,8967,LOSS
1486,8968,WIN
1487,8969,LOSS
1488,8970,WIN
1489,8971,LOSS
1490,8972,LOSS
1491,8973,LOSS
1492,8974,WIN
1493,8975,WIN
1494,8976,LOSS
1495,8977,WIN
1496,8978,WIN
1497,8979,LOSS
1498,8980,LOSS
1499,8981,LOSS
1500,8982,WIN
1501,8983,WIN
1502,8984,WIN
1503,8985,WIN
1504,8986,WIN
1505,8987,WIN
1506,8988,WIN
1507,8989,LOSS
1508,8990,LOSS
1509,8991,WIN
1510,8992,WIN
1511,8993,LOSS
1512,8994,LOSS
1513,8995,LOSS
1514,8996,WIN
1515,8997,WIN
1516,8998,LOSS
1517,8999,LOSS
1518,9000,WIN
1519,9001,LOSS
1520,9002,WIN
1521,9003,WIN
1522,9004,WIN
1523,9005,WIN
1524,9006,LOSS
1525,9007,WIN
1526,9008,WIN
1527,9009,WIN
1528,9010,WIN
1529,9011,WIN
1530,9012,LOSS
1531,9013,WIN
1532,9014,LOSS
1533,9015,WIN
1534,9016,WIN
1535,9017,WIN
1536,9018,WIN
1537,9019,WIN
1538,9020,WIN
1539,9021,LOSS
1540,9022,LOSS
1541,9023,LOSS
1542,9024,LOSS
1543,9025,LOSS
1544,9026,WIN
1545,9027,LOSS
1546,9028,LOSS
1547,9029,LOSS
1548,9030,LOSS
1549,9031,WIN
1550,9032,WIN
1551,9033,WIN
1552,9034,WIN
1553,9035,LOSS
1554,9036,WIN
1555,9037,WIN
1556,9038,LOSS
1557,9039,WIN
1558,9040,WIN
1559,9041,WIN
1560,9042,WIN
1561,9043,WIN
1562,9044,LOSS
1563,9045,WIN
1564,9046,LOSS
1565,9047,WIN
1566,9048,LOSS
1567,9049,WIN
1568,9050,LOSS
1569,9051,LOSS
1570,9052,LOSS
1571,9053,LOSS
1572,9054,WIN
1573,9055,LOSS
1574,9056,WIN
1575,9057,LOSS
1576,9058,LOSS
1577,9059,WIN
1578,9060,LOSS
1579,9061,WIN
1580,9062,WIN
1581,9063,LOSS
1582,9064,WIN
1583,9065,LOSS
1584,9066,WIN
1585,9067,WIN
1586,9068,LOSS
1587,9069,WIN
1588,9070,WIN
1589,9071,WIN
1590,9072,WIN
1591,9073,LOSS
1592,9074,LOSS
1593,9075,LOSS
1594,9076,WIN
1595,9077,LOSS
1596,9078,LOSS
1597,9079,LOSS
1598,9080,LOSS
1599,9081,LOSS
1600,9082,WIN
1601,9083,WIN
1602,9084,LOSS
1603,9085,WIN
1604,9086,WIN
1605,9087,WIN
1606,9088,LOSS
1607,9089,WIN
1608,9090,LOSS
1609,9091,WIN
1610,9092,LOSS
1611,9093,WIN
1612,9094,LOSS
1613,9095,LOSS
1614,9096,LOSS
1615,9097,WIN
1616,9098,WIN
1617,9099,WIN
1618,9100,LOSS
1619,9101,LOSS
1620,9102,WIN
1621,9103,LOSS
1622,9104,WIN
1623,9105,LOSS
1624,9106,LOSS
1625,9107,WIN
1626,9108,WIN
1627,9109,WIN
1628,9110,WIN
1629,9111,WIN
1630,9215,LOSS
1631,9216,WIN
1632,9217,LOSS
1633,9218,WIN
1634,9219,LOSS
1635,9220,LOSS
1636,9221,WIN
1637,9222,LOSS
1638,9223,LOSS
1639,9224,WIN
1640,9225,WIN
1641,9226,WIN
1642,9227,WIN
1643,9228,WIN
1644,9229,WIN
1645,9230,WIN
1646,9231,LOSS
1647,9232,WIN
1648,9233,WIN
1649,9234,WIN
1650,9235,WIN
1651,9236,WIN
1652,9237,LOSS
1653,9238,WIN
1654,9239,WIN
1655,9240,LOSS
1656,9241,WIN
1657,9242,LOSS
1658,9243,LOSS
1659,9244,WIN
1660,9245,WIN
1661,9246,LOSS
1662,9247,WIN
1663,9248,WIN
1664,9249,WIN
1665,9250,WIN
1666,9251,WIN
1667,9252,LOSS
1668,9253,WIN
1669,9254,LOSS
1670,9255,LOSS
1671,9256,LOSS
1672,9257,WIN
1673,9258,LOSS
1674,9259,LOSS
1675,9260,WIN
1676,9261,WIN
1677,9262,WIN
1678,9263,WIN
1679,9264,LOSS
1680,9265,WIN
1681,9266,WIN
1682,9267,LOSS
1683,9268,WIN
1684,9269,LOSS
1685,9270,WIN
1686,9271,WIN
1687,9272,LOSS
1688,9273,LOSS
1689,9274,WIN
1690,9275,LOSS
1691,9276,LOSS
1692,9277,LOSS
1693,9278,WIN
1694,9279,WIN
1695,9280,LOSS
1696,9281,LOSS
1697,9282,LOSS
1698,9283,WIN
1699,9284,WIN
1700,9285,WIN
1701,9286,LOSS
1702,9287,LOSS
1703,9288,WIN
1704,9289,WIN
1705,9290,WIN
1706,9291,LOSS
1707,9292,WIN
1708,9293,LOSS
1709,9294,WIN
1710,9295,WIN
1711,9296,WIN
1712,9297,WIN
1713,9298,LOSS
1714,9299,WIN
1715,9300,WIN
1716,9301,WIN
1717,9302,WIN
1718,9303,WIN
1719,9304,LOSS
1720,9305,LOSS
1721,9306,WIN
1722,9307,LOSS
1723,9308,WIN
1724,9309,WIN
1725,9310,WIN
1726,9311,LOSS
1727,9312,LOSS
1728,9313,WIN
1729,9314,LOSS
1730,9315,LOSS
1731,9316,WIN
1732,9317,WIN
1733,9318,LOSS
1734,9319,WIN
1735,9320,LOSS
1736,9321,LOSS
1737,9322,LOSS
1738,9323,LOSS
1739,9324,WIN
1740,9325,LOSS
1741,9326,LOSS
1742,9327,WIN
1743,9328,LOSS
1744,9329,LOSS
1745,9330,WIN
1746,9331,WIN
1747,9332,LOSS
1748,9333,LOSS
1749,9334,WIN
1750,9335,LOSS
1751,9336,LOSS
1752,9337,LOSS
1753,9338,WIN
1754,9339,WIN
1755,9340,WIN
1756,9341,WIN
1757,9342,WIN
1758,9343,LOSS
1759,9344,LOSS
1760,9345,WIN
1761,9346,WIN
1762,9347,LOSS
1763,9348,WIN
1764,9349,WIN
1765,9350,WIN
1766,9351,WIN
1767,9352,WIN
1768,9353,LOSS
1769,9354,LOSS
1770,9355,WIN
1771,9356,WIN
1772,9357,WIN
1773,9358,WIN
1774,9359,WIN
1775,9360,WIN
1776,9361,WIN
1777,9362,WIN
1778,9363,WIN
1779,9364,LOSS
1780,9365,WIN
1781,9366,LOSS
1782,9367,WIN
1783,9368,LOSS
1784,9369,LOSS
1785,9370,LOSS
1786,9371,WIN
1787,9372,LOSS
1788,9373,WIN
1789,9374,LOSS
1790,9375,WIN
1791,9376,LOSS
1792,9377,WIN
1793,9378,LOSS
1794,9379,WIN
1795,9380,WIN
1796,9381,WIN
1797,9382,WIN
1798,9383,LOSS
1799,9384,WIN
1800,9385,LOSS
1801,9386,WIN
1802,9387,WIN
1803,9388,LOSS
1804,9389,LOSS
1805,9390,WIN
1806,9391,LOSS
1807,9392,WIN
1808,9393,WIN
1809,9394,WIN
1810,9395,WIN
1811,9396,WIN
1812,9397,LOSS
1813,9398,WIN
1814,9399,WIN
1815,9400,WIN
1816,9401,WIN
1817,9402,WIN
1818,9403,LOSS
1819,9404,WIN
1820,9405,WIN
1821,9406,WIN
1822,9407,LOSS
1823,9408,WIN
1824,9409,WIN
1825,9410,WIN
1826,9411,LOSS
1827,9412,LOSS
1828,9413,WIN
1829,9414,WIN
1830,9415,WIN
1831,9416,WIN
1832,9417,WIN
1833,9418,LOSS
1834,9419,LOSS
1835,9420,WIN
1836,9421,LOSS
1837,9422,LOSS
1838,9423,WIN
1839,9424,WIN
1840,9425,LOSS
1841,9426,WIN
1842,9427,WIN
1843,9428,LOSS
1844,9429,LOSS
1845,9430,LOSS
1846,9431,WIN
1847,9432,WIN
1848,9433,LOSS
1849,9434,WIN
1850,9435,WIN
1851,9436,LOSS
1852,9437,WIN
1853,9438,WIN
1854,9439,WIN
1855,9440,LOSS
1856,9441,WIN
1857,9442,LOSS
1858,9443,LOSS
1859,9444,LOSS
1860,9445,WIN
1861,9446,WIN
1862,9447,WIN
1863,9448,LOSS
1864,9449,WIN
1865,9450,WIN
1866,9451,WIN
1867,9452,WIN
1868,9453,LOSS
1869,9454,WIN
1870,9455,LOSS
1871,9456,LOSS
1872,9457,LOSS
1873,9458,WIN
1874,9459,WIN
1875,9460,WIN
1876,9461,LOSS
1877,9462,LOSS
1878,9463,LOSS
1879,9464,LOSS
1880,9465,WIN
1881,9466,LOSS
1882,9467,WIN
1883,9468,WIN
1884,9469,WIN
1885,9470,LOSS
1886,9471,WIN
1887,9472,WIN
1888,9473,WIN
1889,9474,WIN
1890,9475,WIN
1891,9476,WIN
1892,9477,LOSS
1893,9478,LOSS
1894,9479,LOSS
1895,9480,LOSS
1896,9481,WIN
1897,9482,LOSS
1898,9483,WIN
1899,9484,WIN
1900,9485,WIN
1901,9486,LOSS
1902,9487,WIN
1903,9488,WIN
1904,9489,LOSS
1905,9490,WIN
1906,9491,LOSS
1907,9492,LOSS
1908,9493,LOSS
1909,9494,LOSS
1910,9495,LOSS
1911,9496,WIN
1912,9497,LOSS
1913,9498,WIN
1914,9499,WIN
1915,9500,LOSS
1916,9501,WIN
1917,9502,LOSS
1918,9503,WIN
1919,9504,WIN
1920,9505,LOSS
1921,9506,WIN
1922,9507,LOSS
1923,9508,WIN
1924,9509,WIN
1925,9510,LOSS
1926,9511,LOSS
1927,9512,LOSS
1928,9513,LOSS
1929,9514,LOSS
1930,9515,WIN
1931,9516,WIN
1932,9517,LOSS
1933,9518,WIN
1934,9519,WIN
1935,9520,WIN
1936,9521,WIN
1937,9522,LOSS
1938,9523,WIN
1939,9524,LOSS
1940,9525,WIN
1941,9526,WIN
1942,9527,WIN
1943,9528,WIN
1944,9529,LOSS
1945,9530,WIN
1946,9531,WIN
1947,9532,LOSS
1948,9533,LOSS
1949,9534,LOSS
1950,9535,WIN
1951,9536,LOSS
1952,9537,WIN
1953,9538,LOSS
1954,9539,LOSS
1955,9540,WIN
1956,9541,LOSS
1957,9542,WIN
1958,9543,LOSS
1959,9544,LOSS
1960,9545,WIN
1961,9546,WIN
1962,9547,WIN
1963,9548,WIN
1964,9549,LOSS
1965,9550,WIN
1966,9551,LOSS
1967,9552,LOSS
1968,9553,LOSS
1969,9554,WIN
1970,9555,LOSS
1971,9556,LOSS
1972,9557,WIN
1973,9558,WIN
1974,9559,LOSS
1975,9560,LOSS
1976,9561,LOSS
1977,9562,LOSS
1978,9563,WIN
1979,9564,LOSS
1980,9565,LOSS
1981,9566,WIN
1982,9567,LOSS
1983,9568,LOSS
1984,9569,LOSS
1985,9570,WIN
1986,9571,LOSS
1987,9572,LOSS
1988,9573,LOSS
1989,9574,WIN
1990,9575,WIN
1991,9576,WIN
1992,9577,LOSS
1993,9578,WIN
1994,9579,WIN
1995,9580,LOSS
1996,9581,LOSS
1997,9582,WIN
1998,9583,LOSS
1999,9584,WIN
2000,9585,WIN
2001,9586,LOSS
2002,9587,LOSS
2003,9588,WIN
2004,9589,WIN
2005,9590,WIN
2006,9591,LOSS
2007,9592,WIN
2008,9593,LOSS
2009,9594,WIN
2010,9595,WIN
2011,9596,WIN
2012,9597,LOSS
2013,9598,WIN
2014,9599,WIN
2015,9600,WIN
2016,9601,LOSS
2017,9602,LOSS
2018,9603,LOSS
2019,9604,LOSS
2020,9605,WIN
2021,9606,WIN
2022,9607,LOSS
2023,9608,WIN
2024,9609,LOSS
2025,9610,WIN
2026,9611,WIN
2027,9612,LOSS
2028,9613,WIN
2029,9614,WIN
2030,9615,WIN
2031,9616,WIN
2032,9617,WIN
2033,9618,WIN
2034,9619,LOSS
2035,9620,WIN
2036,9621,WIN
2037,9622,WIN
2038,9623,LOSS
2039,9624,WIN
2040,9625,LOSS
2041,9626,WIN
2042,9627,LOSS
2043,9628,WIN
2044,9629,LOSS
2045,9630,LOSS
2046,9631,WIN
2047,9632,WIN
2048,9633,WIN
2049,9634,WIN
2050,9635,WIN
2051,9636,LOSS
2052,9637,WIN
2053,9638,LOSS
2054,9639,WIN
2055,9640,LOSS
2056,9641,WIN
2057,9642,WIN
2058,9643,LOSS
2059,9644,LOSS
2060,9645,LOSS
2061,9646,LOSS
2062,9647,WIN
2063,9648,LOSS
2064,9649,WIN
2065,9650,WIN
2066,9651,LOSS
2067,9652,LOSS
2068,9653,WIN
2069,9654,LOSS
2070,9655,WIN
2071,9656,LOSS
2072,9657,LOSS
2073,9658,WIN
2074,9659,WIN
2075,9660,LOSS
2076,9661,WIN
2077,9662,LOSS
2078,9663,WIN
2079,9664,WIN
2080,9665,WIN
2081,9666,LOSS
2082,9667,WIN
2083,9668,WIN
2084,9669,WIN
2085,9670,WIN
2086,9671,LOSS
2087,9672,LOSS
2088,9673,LOSS
2089,9674,WIN
2090,9675,WIN
2091,9676,LOSS
2092,9677,LOSS
2093,9678,LOSS
2094,9679,LOSS
2095,9680,WIN
2096,9681,WIN
2097,9682,WIN
2098,9683,WIN
2099,9684,LOSS
2100,9685,WIN
2101,9686,LOSS
2102,9687,WIN
2103,9688,WIN
2104,9689,LOSS
2105,9690,LOSS
2106,9691,WIN
2107,9692,LOSS
2108,9693,WIN
2109,9694,WIN
2110,9695,WIN
2111,9696,WIN
2112,9697,LOSS
2113,9698,WIN
2114,9699,WIN
2115,9700,WIN
2116,9701,LOSS
2117,9702,LOSS
2118,9703,WIN
2119,9704,LOSS
2120,9705,WIN
2121,9706,WIN
2122,9707,LOSS
2123,9708,WIN
2124,9709,WIN
2125,9710,WIN
2126,9711,WIN
2127,9712,LOSS
2128,9713,WIN
2129,9714,WIN
2130,9715,WIN
2131,9716,LOSS
2132,9717,LOSS
2133,9718,LOSS
2134,9719,WIN
2135,9720,LOSS
2136,9721,LOSS
2137,9722,WIN
2138,9723,LOSS
2139,9724,LOSS
2140,9725,WIN
2141,9726,LOSS
2142,9727,WIN
2143,9728,WIN
2144,9729,LOSS
2145,9730,LOSS
2146,9731,WIN
2147,9732,LOSS
2148,9733,WIN
2149,9734,WIN
2150,9735,WIN
2151,9736,LOSS
2152,9737,LOSS
2153,9738,WIN
2154,9739,WIN
2155,9740,WIN
2156,9741,LOSS
2157,9742,LOSS
2158,9743,LOSS
2159,9744,WIN
2160,9745,LOSS
2161,9746,WIN
2162,9747,LOSS
2163,9748,LOSS
2164,9749,LOSS
2165,9750,WIN
2166,9751,LOSS
2167,9752,LOSS
2168,9753,WIN
2169,9754,WIN
2170,9755,LOSS
2171,9756,LOSS
2172,9757,WIN
2173,9758,WIN
2174,9759,WIN
2175,9760,WIN
2176,9761,LOSS
2177,9762,WIN
2178,9763,LOSS
2179,9764,WIN
2180,9765,WIN
2181,9766,WIN
2182,9767,LOSS
2183,9768,LOSS
2184,9769,WIN
2185,9770,WIN
2186,9771,WIN
2187,9772,LOSS
2188,9773,LOSS
2189,9774,WIN
2190,9775,LOSS
2191,9776,LOSS
2192,9777,WIN
2193,9778,LOSS
2194,9779,WIN
2195,9780,WIN
2196,9781,LOSS
2197,9782,WIN
2198,9783,WIN
2199,9784,LOSS
2200,9785,WIN
2201,9786,WIN
2202,9787,LOSS
2203,9788,WIN
2204,9789,LOSS
2205,9790,WIN
2206,9791,WIN
2207,9792,LOSS
2208,9793,WIN
2209,9794,WIN
2210,9795,LOSS
2211,9796,WIN
2212,9797,LOSS
2213,9798,WIN
2214,9799,WIN
2215,9800,WIN
2216,9801,LOSS
2217,9802,LOSS
2218,9803,WIN
2219,9804,LOSS
2220,9805,LOSS
2221,9806,LOSS
2222,9807,LOSS
2223,9808,WIN
2224,9809,WIN
2225,9810,LOSS
2226,9811,WIN
2227,9812,WIN
2228,9813,WIN
2229,9814,WIN
2230,9815,WIN
2231,9816,LOSS
2232,9817,LOSS
2233,9818,WIN
2234,9819,LOSS
2235,9820,LOSS
2236,9821,LOSS
2237,9822,LOSS
2238,9823,LOSS
2239,9824,WIN
2240,9825,LOSS
2241,9826,WIN
2242,9827,LOSS
2243,9828,WIN
2244,9829,WIN
2245,9830,WIN
2246,9831,LOSS
2247,9832,WIN
2248,9833,LOSS
2249,9834,LOSS
2250,9835,LOSS
2251,9836,LOSS
2252,9837,LOSS
2253,9838,LOSS
2254,9839,WIN
2255,9840,WIN
2256,9841,WIN
2257,9842,LOSS
2258,9843,LOSS
2259,9844,WIN
2260,9845,WIN
2261,9846,LOSS
2262,9847,WIN
2263,9848,LOSS
2264,9849,WIN
2265,9850,WIN
2266,9851,WIN
2267,9852,WIN
2268,9853,LOSS
2269,9854,WIN
2270,9855,WIN
2271,9856,LOSS
2272,9857,LOSS
2273,9858,LOSS
2274,9859,LOSS
2275,9860,LOSS
2276,9861,LOSS
2277,9862,LOSS
2278,9863,LOSS
2279,9864,LOSS
2280,9865,LOSS
2281,9866,LOSS
2282,9867,LOSS
2283,9868,LOSS
2284,9869,LOSS
2285,9870,WIN
2286,9871,LOSS
2287,9872,LOSS
2288,9873,WIN
2289,9874,LOSS
2290,9875,LOSS
2291,9876,LOSS
2292,9877,WIN
2293,9878,WIN
2294,9879,LOSS
2295,9880,WIN
2296,9881,WIN
2297,9882,WIN
2298,9883,WIN
2299,9884,LOSS
2300,9885,WIN
2301,9886,LOSS
2302,9887,WIN
2303,9888,WIN
2304,9889,LOSS
2305,9890,LOSS
2306,9891,LOSS
2307,9892,WIN
2308,9893,WIN
2309,9894,LOSS
2310,9895,WIN
2311,9896,WIN
2312,9897,LOSS
2313,9898,WIN
2314,9899,LOSS
2315,9900,WIN
2316,9901,WIN
2317,9902,LOSS
2318,9903,WIN
2319,9904,WIN
2320,9905,LOSS
2321,9906,LOSS
2322,9907,WIN
2323,9908,WIN
2324,9909,WIN
2325,9910,WIN
2326,9911,LOSS
2327,9912,LOSS
