,date,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points_scored,game_score,plus_minus
0,2014-10-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,1959,11,26,1,2,15,16,2,1,6,3,0,2,3,38,29.5,-4
1,2014-10-30,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,523,1,3,0,1,0,0,0,0,4,1,0,3,2,2,0.3,-3
2,2014-11-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.WIN,1428,12,17,3,4,5,7,4,3,8,1,0,3,2,32,30.6,24
3,2014-12-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1982,6,20,1,4,8,9,1,5,7,2,0,7,3,21,9.9,-16
4,2014-12-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,1843,8,14,1,3,10,14,0,5,7,2,0,6,3,27,20.0,11
5,2014-12-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,2080,9,19,1,3,3,6,1,10,7,0,0,4,1,22,15.3,-9
6,2014-12-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,1927,8,16,0,2,12,15,2,3,7,3,0,5,5,28,22.0,24
7,2014-12-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.WIN,2145,12,24,0,2,2,2,1,6,8,1,0,4,0,26,19.1,5
8,2014-12-12,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2145,12,19,2,3,8,9,1,5,6,2,0,4,3,34,28.3,16
9,2014-12-14,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1591,7,18,1,4,13,13,4,4,8,2,0,3,2,28,26.0,17
10,2014-12-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.WIN,1910,11,20,1,3,9,12,3,3,7,4,0,1,4,32,30.5,23
11,2014-12-18,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2411,11,30,3,10,8,12,1,2,8,2,0,6,2,33,16.9,2
12,2014-12-19,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2175,9,22,0,1,13,13,0,5,10,1,0,1,2,31,26.9,-1
13,2014-12-21,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2090,10,27,0,6,9,11,4,1,8,3,0,6,2,29,18.2,5
14,2014-12-23,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2316,16,34,1,5,7,9,5,5,6,3,0,2,6,40,29.6,-9
15,2014-12-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2080,14,28,0,1,6,8,1,4,11,5,0,4,0,34,29.8,27
16,2014-12-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,1527,11,21,1,1,6,6,1,1,5,2,1,6,2,29,19.1,20
17,2014-12-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,2182,6,23,0,1,6,9,3,6,9,5,0,5,5,18,11.3,-8
18,2014-12-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1036,5,13,1,2,9,10,2,2,4,1,0,1,1,20,16.9,2
19,2015-01-02,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1798,8,23,0,3,6,7,0,3,6,2,0,2,5,22,11.8,-9
20,2015-01-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1767,5,21,1,5,11,14,4,3,5,1,0,2,2,22,13.5,-13
21,2015-01-07,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,1647,3,19,0,5,4,5,3,4,4,1,0,7,4,10,-4.0,-23
22,2015-01-09,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2250,9,17,1,1,6,6,1,3,12,3,0,3,3,25,25.5,22
23,2015-01-15,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2267,6,13,1,3,3,4,3,5,8,5,0,8,5,16,13.1,-11
24,2015-01-16,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,2155,7,19,1,4,2,4,3,12,16,4,0,3,4,17,22.0,19
25,2015-01-18,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,1462,7,12,0,3,3,6,1,0,6,1,1,4,2,17,12.0,15
26,2015-01-20,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,2108,8,17,0,2,3,4,5,5,6,4,0,3,2,19,19.3,2
27,2015-01-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,2528,12,28,0,4,8,10,2,6,8,1,0,3,4,32,21.6,1
28,2015-01-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2160,8,16,2,4,4,6,1,2,11,3,0,4,3,22,20.0,-6
29,2015-01-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2371,7,26,3,6,5,7,4,5,11,2,1,2,3,22,17.3,3
30,2015-01-26,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1842,7,22,0,3,4,6,1,3,5,1,0,4,2,18,5.9,0
31,2015-01-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,2073,13,30,2,8,12,12,0,4,4,2,1,4,1,40,26.5,-15
32,2015-01-31,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,1912,5,16,1,3,3,4,1,5,5,0,0,3,4,14,5.5,-7
33,2015-02-02,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,2301,8,15,1,3,8,8,1,10,14,4,1,2,1,25,33.5,3
34,2015-02-04,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2428,18,31,2,6,7,9,0,6,6,1,1,6,2,45,30.6,16
35,2015-02-06,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2382,15,28,3,5,15,15,3,6,11,4,0,3,4,48,45.4,5
36,2015-02-08,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,1890,6,19,1,4,6,6,2,9,5,1,0,5,2,19,10.9,18
37,2015-02-09,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,1938,8,14,1,2,9,12,1,4,9,0,0,1,1,26,25.0,11
38,2015-02-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1945,4,15,1,3,15,15,1,8,9,1,0,4,1,24,21.1,21
39,2015-02-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,2141,9,17,2,4,14,14,2,3,10,2,0,6,3,34,29.8,17
40,2015-02-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.WIN,2129,12,27,0,3,9,9,2,5,10,1,0,6,2,33,23.0,2
41,2015-02-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1643,8,12,2,3,3,5,1,7,17,0,0,2,1,21,27.3,33
42,2015-02-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1695,8,19,1,3,3,3,0,11,10,1,0,5,1,20,15.8,0
43,2015-02-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,2560,12,38,1,10,14,16,3,11,11,3,0,4,3,39,27.3,4
44,2015-02-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2246,14,32,0,1,12,14,5,8,11,1,0,6,1,40,30.6,-12
45,2015-03-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,2544,16,33,1,4,16,20,3,12,10,3,1,4,3,49,41.9,-12
46,2015-03-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,2287,14,32,3,5,12,15,2,6,7,2,0,5,3,43,28.9,-8
47,2015-03-08,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,2406,9,21,1,4,11,13,3,8,17,4,1,9,1,30,29.8,5
48,2015-03-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2157,5,14,3,6,11,13,2,7,7,2,0,10,4,24,14.2,-22
49,2015-03-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2125,11,24,3,6,4,4,4,6,12,2,0,8,1,29,23.2,18
50,2015-03-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,2445,12,27,2,6,10,13,1,10,6,1,0,4,1,36,25.2,13
51,2015-03-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.LOSS,2162,7,17,1,4,9,10,1,7,12,4,1,7,6,24,21.0,-3
52,2015-03-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BOSTON_CELTICS,Outcome.WIN,2423,8,26,1,6,19,22,2,3,10,5,0,7,5,36,25.1,7
53,2015-03-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,2667,8,24,3,6,17,17,2,8,14,1,0,6,3,36,29.8,14
54,2015-03-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,2036,5,16,1,4,1,2,3,6,17,4,2,5,3,12,17.4,11
55,2015-03-24,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1797,9,17,2,3,7,8,0,2,11,2,1,2,3,27,26.1,12
56,2015-03-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1552,5,16,0,3,6,6,1,3,7,2,0,4,1,16,10.9,-30
57,2015-03-28,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.LOSS,2448,12,29,3,9,10,12,1,7,6,0,0,9,4,37,17.1,0
58,2015-03-29,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,2268,10,29,1,7,12,14,2,7,7,3,1,4,3,33,22.8,8
59,2015-04-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,2630,10,32,2,11,9,11,3,8,11,1,0,6,4,31,17.4,-3
60,2015-04-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,2260,5,20,0,3,8,13,3,4,7,1,1,5,2,18,8.1,-10
61,2015-04-05,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,2433,12,29,4,11,12,15,1,10,13,0,0,4,5,40,30.1,2
62,2015-04-07,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,1580,7,16,1,2,2,4,0,2,2,6,0,4,3,17,10.6,-20
63,2015-04-10,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2281,11,19,1,4,4,4,1,4,10,0,0,4,3,27,21.8,12
64,2015-04-12,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.INDIANA_PACERS,Outcome.LOSS,2422,21,43,5,15,7,11,1,8,8,1,0,2,5,54,36.4,-4
65,2015-04-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2280,13,27,2,5,8,8,2,9,7,2,0,5,5,36,26.3,16
66,2015-04-15,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1917,11,20,2,5,13,17,0,8,7,2,0,4,2,37,30.3,23
0,2015-10-28,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2219,12,23,3,6,6,7,1,1,10,2,0,5,3,33,25.1,7
1,2015-10-30,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.WIN,2855,17,36,1,5,13,16,5,6,8,1,1,6,3,48,33.8,2
2,2015-11-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1526,7,13,1,4,0,0,2,7,8,3,0,4,0,15,16.8,22
3,2015-11-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,1917,10,16,3,6,2,2,2,6,11,2,0,7,5,25,21.7,4
4,2015-11-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,2120,8,21,3,9,3,4,0,5,16,2,0,8,4,22,15.2,3
5,2015-11-05,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHICAGO_BULLS,Outcome.LOSS,2314,7,18,0,2,6,6,2,6,10,1,0,2,2,20,18.6,8
6,2015-11-08,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2038,9,20,0,3,3,4,4,2,13,4,0,2,3,21,23.5,26
7,2015-11-10,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,1666,7,17,3,4,5,6,2,9,11,1,0,5,0,22,20.3,23
8,2015-11-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,2087,8,22,2,6,3,4,4,13,11,3,0,6,1,21,19.4,16
9,2015-11-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1957,5,20,2,10,15,17,1,3,5,3,2,4,4,27,18.1,-7
10,2015-11-16,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,2312,13,19,5,8,9,13,1,3,14,3,0,8,1,40,36.3,2
11,2015-11-18,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2164,14,25,0,3,15,20,3,6,8,1,1,4,1,43,35.9,-5
12,2015-11-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_YORK_KNICKS,Outcome.LOSS,2257,11,29,2,10,10,12,3,4,7,4,1,3,4,34,25.6,4
13,2015-11-22,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,2213,12,22,2,5,5,6,0,5,11,5,1,7,1,31,27.5,4
14,2015-11-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,1638,5,10,0,2,10,10,2,5,9,1,0,4,3,20,20.0,9
15,2015-11-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2114,10,16,0,3,7,8,1,5,13,5,0,3,1,27,32.3,16
16,2015-11-27,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DETROIT_PISTONS,Outcome.WIN,1717,5,14,1,3,3,5,2,2,4,1,0,11,6,14,-2.2,9
17,2015-11-30,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2157,11,24,1,5,11,11,2,9,7,2,0,6,3,34,25.4,-2
18,2015-12-03,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MIAMI_HEAT,Outcome.LOSS,2067,8,18,0,3,9,9,1,4,6,1,0,7,1,25,15.3,8
19,2015-12-06,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2272,7,13,1,3,4,5,0,11,10,3,0,3,2,19,21.8,13
20,2015-12-08,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1496,5,7,1,2,2,2,1,4,16,2,0,3,1,13,21.8,26
21,2015-12-10,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ATLANTA_HAWKS,Outcome.WIN,2308,8,17,3,4,4,6,2,4,10,3,0,2,2,23,23.3,15
22,2015-12-11,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,2102,8,19,2,4,6,6,1,6,7,2,0,3,2,24,19.5,8
23,2015-12-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,2422,9,25,0,4,7,9,2,9,5,2,2,1,2,25,19.5,19
24,2015-12-16,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1613,5,15,0,3,3,3,1,2,5,2,2,3,2,13,8.9,12
25,2015-12-17,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2068,10,18,1,3,6,6,0,3,10,3,0,4,4,27,23.7,-4
26,2015-12-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1663,5,11,0,1,3,6,0,1,11,1,0,4,2,13,10.3,18
27,2015-12-21,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2239,11,25,2,5,9,11,1,4,7,3,0,1,4,33,26.3,8
28,2015-12-23,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1773,10,19,0,1,3,5,3,5,8,2,0,2,2,23,21.3,33
29,2015-12-25,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,2397,9,23,1,7,7,13,1,6,8,6,0,6,3,26,18.0,-5
30,2015-12-27,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,2286,11,18,2,3,6,6,1,8,12,1,0,4,0,30,30.3,14
31,2015-12-29,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,2087,10,22,0,2,7,8,1,6,7,5,0,3,1,27,24.2,5
32,2015-12-31,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2068,12,19,1,3,11,11,0,1,12,5,1,2,1,36,39.5,11
33,2016-01-02,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.WIN,1847,4,15,1,3,7,8,1,5,7,1,0,2,2,16,12.0,16
34,2016-01-04,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,2469,6,23,2,9,3,3,1,7,15,1,0,7,4,17,9.0,5
35,2016-01-06,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1795,7,17,0,2,6,6,2,5,7,2,0,3,3,20,16.5,15
36,2016-01-08,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2074,11,24,1,4,13,16,3,9,7,1,0,6,1,36,26.7,1
37,2016-01-10,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2293,7,19,2,4,9,11,1,8,15,3,0,4,6,25,23.9,3
38,2016-01-12,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1999,8,15,2,4,4,6,1,6,11,3,0,7,3,22,18.9,11
39,2016-01-13,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,880,0,3,0,0,0,4,1,6,8,2,0,1,0,0,5.4,20
40,2016-01-15,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,1632,6,10,0,1,0,0,3,8,10,2,0,2,4,12,17.3,21
41,2016-01-17,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MIAMI_HEAT,Outcome.WIN,2003,5,16,1,4,2,2,3,7,15,2,0,3,2,13,16.7,15
42,2016-01-19,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,2325,10,22,1,6,6,9,4,1,12,3,0,4,5,27,22.9,5
43,2016-01-20,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,1640,5,14,0,3,6,7,1,7,15,5,0,5,2,16,20.3,18
44,2016-01-22,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,2076,8,19,0,4,0,0,3,5,7,2,1,4,4,16,11.5,-9
45,2016-01-24,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.BROOKLYN_NETS,Outcome.LOSS,2381,12,27,1,4,2,5,2,9,7,1,0,3,1,27,18.3,-15
46,2016-01-26,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2656,13,24,0,2,4,5,2,6,10,3,0,5,3,30,25.0,18
47,2016-01-27,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2200,7,13,3,4,7,7,2,6,15,0,0,4,3,24,26.2,1
48,2016-01-29,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2227,9,21,1,2,7,10,1,9,14,1,1,8,3,26,19.4,6
49,2016-02-01,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2168,8,13,0,3,1,1,1,12,11,1,0,5,2,17,18.3,14
50,2016-02-03,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,2261,10,18,0,1,4,4,7,12,14,2,0,2,1,24,33.3,10
51,2016-02-06,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,2244,8,22,2,4,9,9,2,1,12,3,0,3,4,27,23.3,-5
52,2016-02-08,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,2174,8,19,2,5,11,12,3,5,8,2,0,6,4,29,22.1,1
53,2016-02-11,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1705,8,14,2,5,5,6,1,8,10,0,0,2,2,23,23.3,19
54,2016-02-19,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.INDIANA_PACERS,Outcome.LOSS,2229,10,17,1,4,2,2,0,3,18,2,1,2,2,23,28.5,-4
55,2016-02-21,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1984,7,15,1,3,5,6,3,6,11,1,0,1,3,20,22.3,-16
56,2016-02-24,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,2169,8,17,2,5,6,6,2,5,13,0,0,2,4,24,23.7,9
57,2016-02-25,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2257,15,25,3,5,11,14,2,2,9,0,0,2,3,44,36.4,6
